,ID,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_0,Education_1,Education_2,Education_3,Education_4,Marital_Status_0,Marital_Status_1,Marital_Status_2,Marital_Status_3,Marital_Status_4,Marital_Status_5,Marital_Status_6,Marital_Status_7
1701,3565,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1702,5294,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1703,1958,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1704,7349,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1705,8799,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1706,1351,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1707,1045,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1708,7732,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1709,8070,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1710,477,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1711,7832,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1712,2202,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1713,7396,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1714,4055,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1715,10340,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1716,10091,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1717,7629,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1718,10640,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1719,3498,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1720,6742,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1721,1172,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1722,569,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1723,4686,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1724,1381,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1725,2634,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1726,10905,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1727,1744,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1728,1000,1,1,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1729,3828,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1730,8605,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1731,10304,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1732,4351,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1733,10129,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1734,2499,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1735,10092,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1736,7500,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1737,5796,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1738,10556,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1739,1064,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1740,48,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1741,7610,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1742,263,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1743,10814,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1744,9710,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1745,9292,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1746,10250,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1747,7881,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1748,5847,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1749,737,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1750,3571,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1751,7807,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1752,3878,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1753,5092,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1754,2154,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1755,5394,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1756,3798,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1757,3524,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1758,5247,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1759,5883,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1760,2118,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1761,8812,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1762,6616,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1763,2797,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1764,4328,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1765,9167,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1766,10560,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1767,2631,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1768,8312,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1769,5534,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1770,5093,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1771,7592,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1772,8895,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1773,8584,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1774,2694,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1775,8910,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1776,7433,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1777,164,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1778,10477,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1779,2681,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1780,5150,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1781,5283,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1782,9645,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1783,10678,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1784,7261,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1785,9648,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1786,2870,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1787,8008,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1788,1513,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1789,6173,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1790,1419,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1791,9150,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1792,7960,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1793,1250,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1794,9905,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1795,10691,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1796,7002,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1797,2952,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1798,8439,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1799,762,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1800,2831,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1801,6977,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1802,6289,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1803,4168,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1804,8397,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1805,9284,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1806,6237,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1807,3130,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1808,1619,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1809,1990,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1810,5513,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1811,269,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1812,8093,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1813,10513,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1814,10177,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1815,2549,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1816,5782,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1817,10057,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1818,10307,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1819,8566,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1820,2415,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1821,5684,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1822,8334,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1823,9166,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1824,1440,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1825,78,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1826,5441,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1827,5302,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1828,4687,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1829,1087,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1830,6859,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1831,9860,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1832,7129,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1833,5866,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1834,10521,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1835,7393,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1836,7849,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1837,332,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1838,9847,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1839,531,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1840,9576,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1841,6906,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1842,7419,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1843,3170,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1844,8527,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1845,7872,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1846,9931,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1847,10595,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1848,4609,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1849,5010,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1850,4427,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1851,11148,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1852,1168,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1853,9595,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
1854,10163,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1855,2886,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1856,6710,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1857,5316,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1858,9029,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1859,521,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1860,1459,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
1861,10241,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1862,1630,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1863,3254,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1864,9064,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1865,3678,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
1866,4227,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1867,9467,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1868,8486,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1869,2186,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
1870,3286,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1871,8602,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1872,3722,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1873,6715,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1874,4796,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1875,9612,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1876,3766,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1877,1399,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1878,1570,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1879,3426,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1880,3074,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1881,8341,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1882,5180,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1883,6461,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1884,7679,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1885,10702,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
